Time,MidPrice,BestBid,BestAsk,Spread,Imbalance,TruePrice
71,101.41,101.32,101.5,0.18000000000000682,0.06666666666444444,100.80826314384225
72,101.41,101.32,101.5,0.18000000000000682,0.03448275861950059,100.44808044390979
73,101.41,101.32,101.5,0.18000000000000682,0.0,100.40996167179165
74,101.32,101.14,101.5,0.35999999999999943,0.2222222222160494,100.276027057174
75,101.32,101.14,101.5,0.35999999999999943,0.15151515151056016,100.08157836024256
76,101.32,101.14,101.5,0.35999999999999943,0.12499999999609376,100.3604577650927
77,101.28999999999999,101.08,101.5,0.4200000000000017,0.19999999999428572,100.25398130767853
78,101.28999999999999,101.08,101.5,0.4200000000000017,0.28205128204405,100.38308641277482
79,101.28,101.06,101.5,0.4399999999999977,0.31707317072397384,100.29821913240507
80,101.22999999999999,100.96,101.5,0.5400000000000063,0.31707317072397384,100.60300972357996
81,101.22999999999999,100.96,101.5,0.5400000000000063,0.24999999999375003,101.05871689230204
82,101.115,100.96,101.27,0.3100000000000023,0.06382978723268448,101.12480081319268
83,101.12,100.97,101.27,0.29999999999999716,0.10638297872114079,101.15022096243003
84,101.12,100.97,101.27,0.29999999999999716,0.0399999999992,100.91906511606328
85,101.015,100.97,101.06,0.09000000000000341,-0.03703703703635117,100.88015344017073
86,101.015,100.97,101.06,0.09000000000000341,-0.07407407407270233,100.75406765255514
87,100.995,100.93,101.06,0.12999999999999545,-0.07407407407270233,100.50124508976756
88,100.995,100.93,101.06,0.12999999999999545,-0.1304347826058601,100.4218859689504
89,100.99000000000001,100.92,101.06,0.14000000000000057,-0.06122448979466889,100.40590980204377
90,100.99000000000001,100.92,101.06,0.14000000000000057,-0.0399999999992,100.19508136440027
91,100.97,100.92,101.02,0.09999999999999432,-0.02040816326488963,100.53767322713708
92,100.97,100.92,101.02,0.09999999999999432,-0.12727272727041322,100.63638263121857
93,100.97,100.92,101.02,0.09999999999999432,-0.0399999999992,100.68651851604383
94,100.945,100.87,101.02,0.14999999999999147,0.19999999999692306,100.40633283926331
95,100.935,100.87,101.0,0.12999999999999545,0.12903225806243498,100.81074612080889
96,100.95,100.84,101.06,0.21999999999999886,-0.07692307692189349,100.62421250395
97,100.935,100.84,101.03,0.18999999999999773,-0.030303030302571164,100.6484302467898
98,100.935,100.84,101.03,0.18999999999999773,-0.12328767123118783,100.85856812690335
99,100.935,100.84,101.03,0.18999999999999773,-0.1549295774626066,101.06217944040137
100,100.935,100.84,101.03,0.18999999999999773,-0.08333333333217592,101.25891572589848
101,100.935,100.84,101.03,0.18999999999999773,-0.09859154929438603,101.13262259710962
102,100.935,100.84,101.03,0.18999999999999773,-0.058823529410899654,100.93797308660729
103,100.93,100.83,101.03,0.20000000000000284,-0.08474576271042804,100.57724016820877
104,100.86500000000001,100.83,100.9,0.07000000000000739,-0.1428571428548753,100.46714441506634
105,100.86500000000001,100.83,100.9,0.07000000000000739,-0.052631578946445066,100.7009881121283
106,100.86500000000001,100.83,100.9,0.07000000000000739,0.02040816326488963,100.69058115241369
107,100.86,100.82,100.9,0.0800000000000125,0.08695652173724008,100.48337147766296
108,100.86,100.82,100.9,0.0800000000000125,0.02325581395294754,100.47906231185345
109,100.86,100.82,100.9,0.0800000000000125,0.0,100.13888232127866
110,100.86,100.82,100.9,0.0800000000000125,-0.07692307692110455,100.23715100713555
111,100.855,100.81,100.9,0.09000000000000341,-0.23529411764013844,100.09287699324787
112,100.83500000000001,100.77,100.9,0.13000000000000966,-0.16666666666203706,99.84970684590797
113,100.76,100.62,100.9,0.28000000000000114,0.17647058823183392,99.90065526876386
114,100.76,100.62,100.9,0.28000000000000114,0.10638297872114079,100.01958917177389
115,100.725,100.55,100.9,0.3500000000000085,0.20833333332899306,99.86342688274692
116,100.725,100.55,100.9,0.3500000000000085,0.17391304347448017,99.66668782914591
117,100.7,100.5,100.9,0.4000000000000057,0.20833333332899306,99.36163469302804
118,100.7,100.5,100.9,0.4000000000000057,0.1363636363605372,99.11795443176159
119,100.7,100.5,100.9,0.4000000000000057,0.22448979591378593,99.05548159295795
120,100.695,100.46,100.93,0.4700000000000131,0.22807017543459526,99.00382133822673
121,100.695,100.46,100.93,0.4700000000000131,0.169811320751513,99.04704692505236
122,100.685,100.44,100.93,0.4900000000000091,0.06382978723268448,99.12823610530623
123,100.655,100.36,100.95,0.5900000000000034,-0.07407407407270233,99.06877432388461
124,100.655,100.36,100.95,0.5900000000000034,-0.13725490195809306,99.03547330607942
125,100.64,100.33,100.95,0.6200000000000045,0.016949152542085608,99.29253583696325
126,100.64,100.33,100.95,0.6200000000000045,-0.01754385964881502,99.14068568844635
127,100.63499999999999,100.32,100.95,0.6300000000000097,-0.11538461538239646,99.1257520552766
128,100.61,100.27,100.95,0.6800000000000068,-0.07407407407270233,99.04225167481572
129,100.61,100.27,100.95,0.6800000000000068,-0.07407407407270233,99.16176613347588
130,100.595,100.24,100.95,0.710000000000008,-0.07407407407270233,98.8820814626796
131,100.58500000000001,100.22,100.95,0.730000000000004,-0.11538461538239646,98.72024861668066
132,100.58,100.21,100.95,0.7400000000000091,0.01754385964881502,98.56286981277661
133,100.575,100.2,100.95,0.75,0.06666666666555555,98.52891354360159
134,100.575,100.2,100.95,0.75,0.09677419354682623,98.44054341757956
135,100.57,100.19,100.95,0.7600000000000051,0.09677419354682623,98.62192870889517
136,100.57,100.19,100.95,0.7600000000000051,0.06666666666555555,98.8756321730771
137,100.57,100.19,100.95,0.7600000000000051,0.05084745762625682,98.50867129197664
138,100.565,100.18,100.95,0.769999999999996,0.03448275862009513,98.48640509832313
139,100.55000000000001,100.15,100.95,0.7999999999999972,0.052631578946445066,98.62527923789777
140,100.535,100.12,100.95,0.8299999999999983,0.11475409835877452,98.8241474737082
141,100.515,100.08,100.95,0.8700000000000045,0.11475409835877452,98.91836131732917
142,100.50999999999999,100.07,100.95,0.8800000000000097,0.16923076922816568,98.80535118880185
143,100.495,100.04,100.95,0.9099999999999966,0.19402985074337267,98.78248244798343
144,100.495,100.04,100.95,0.9099999999999966,0.12903225806243498,98.78436970524758
145,100.47,99.99,100.95,0.960000000000008,0.09999999999833334,99.0652636036967
146,100.47,99.99,100.95,0.960000000000008,0.052631578946445066,98.96779443504776
147,100.45,99.95,100.95,1.0,-0.0799999999984,99.1895183214578
148,100.45,99.95,100.95,1.0,-0.17391304347448017,99.33009963307506
149,100.39500000000001,99.84,100.95,1.1099999999999994,-0.4594594594470417,99.09619204917192
150,99.755,99.71,99.8,0.09000000000000341,-0.22580645160561916,99.3521267747536
151,99.755,99.71,99.8,0.09000000000000341,-0.31034482757550536,99.18411056244302
152,99.715,99.63,99.8,0.1700000000000017,-0.027027027026296568,98.88915893304993
153,99.68,99.56,99.8,0.23999999999999488,-0.08571428571183674,98.86704895849113
154,99.655,99.51,99.8,0.28999999999999204,0.20833333332899306,98.87057917549788
155,99.655,99.51,99.8,0.28999999999999204,0.19148936169805345,98.53859713990401
156,100.225,99.46,100.99,1.5300000000000011,0.031249999999511717,98.56513479255528
157,100.205,99.42,100.99,1.5699999999999932,0.08823529411634948,98.48360182718629
158,100.205,99.42,100.99,1.5699999999999932,0.0,98.3774366993746
159,100.21000000000001,99.39,101.03,1.6400000000000006,-0.032258064515608746,98.37593349039058
160,100.21000000000001,99.39,101.03,1.6400000000000006,-0.04918032786804623,98.29196209517487
161,100.18,99.33,101.03,1.7000000000000028,-0.032258064515608746,98.4317943988596
162,100.18,99.33,101.03,1.7000000000000028,-0.08771929824407511,98.22736590474655
163,100.18,99.33,101.03,1.7000000000000028,-0.12727272727041322,98.0341731378872
164,100.17,99.31,101.03,1.7199999999999989,-0.23999999999520003,98.04069748395575
165,100.17,99.31,101.03,1.7199999999999989,-0.2653061224435652,98.08771064496291
166,100.16,99.29,101.03,1.7399999999999949,-0.2653061224435652,98.23503665418929
167,100.13,99.23,101.03,1.7999999999999972,-0.05084745762625682,98.18053560293465
168,100.13,99.23,101.03,1.7999999999999972,-0.10714285714094389,98.03978723791293
169,100.105,99.18,101.03,1.8499999999999943,-0.03333333333277778,97.87678610055296
170,100.005,98.95,101.06,2.1099999999999994,-0.13432835820695033,97.89249402106628
171,100.0,98.94,101.06,2.1200000000000045,-0.08571428571306122,97.94965188760018
172,100.0,98.94,101.06,2.1200000000000045,-0.15151515151285583,97.72568579127923
173,100.0,98.94,101.06,2.1200000000000045,-0.16923076922816568,97.24199542880412
174,99.995,98.93,101.06,2.1299999999999955,-0.20634920634593099,97.03237238476434
175,99.98,98.9,101.06,2.1599999999999966,-0.10144927536084855,96.8483747119047
176,99.955,98.85,101.06,2.210000000000008,-0.05555555555478395,96.57178769204518
177,99.955,98.85,101.06,2.210000000000008,-0.027027027026661796,96.92472722805094
178,99.935,98.81,101.06,2.25,-0.027027027026661796,96.73008112747398
179,99.935,98.81,101.06,2.25,-0.16923076922816568,96.5264541294811
180,99.93,98.8,101.06,2.260000000000005,-0.2258064516092612,96.85531937677553
181,99.91499999999999,98.77,101.06,2.2900000000000063,-0.3333333333274854,96.73939523977734
182,99.91499999999999,98.77,101.06,2.2900000000000063,-0.46153846152958583,96.73623909339076
183,99.91499999999999,98.77,101.06,2.2900000000000063,-0.3818181818112397,96.65784353164022
184,99.91499999999999,98.77,101.06,2.2900000000000063,-0.40740740739986286,97.03519706948663
185,99.91499999999999,98.77,101.06,2.2900000000000063,-0.5111111110997532,97.51189611881395
186,99.86,98.66,101.06,2.4000000000000057,-0.3599999999928,97.32574204633079
187,99.83,98.6,101.06,2.460000000000008,-0.2592592592544582,97.39405908350972
188,99.795,98.53,101.06,2.530000000000001,-0.28301886791918834,97.67710705738547
189,99.785,98.51,101.06,2.549999999999997,-0.21428571428188778,97.74117067939888
190,99.775,98.49,101.06,2.5700000000000074,-0.30769230768639055,97.70841052430437
191,99.74000000000001,98.42,101.06,2.6400000000000006,-0.30769230768639055,97.73510904389954
192,99.73,98.4,101.06,2.6599999999999966,-0.2592592592544582,97.61092213424425
193,99.705,98.35,101.06,2.710000000000008,-0.030303030302571164,97.6092202656495
194,99.705,98.35,101.06,2.710000000000008,-0.062499999999023434,97.47105250133889
195,99.705,98.35,101.06,2.710000000000008,-0.0793650793638196,97.74237929640496
196,99.695,98.33,101.06,2.730000000000004,-0.09677419354682623,97.59693439305977
197,99.66499999999999,98.27,101.06,2.7900000000000063,-0.12903225806243498,97.62542149182575
198,99.66499999999999,98.27,101.06,2.7900000000000063,-0.22807017543459526,97.70200262467688
199,99.64,98.22,101.06,2.8400000000000034,-0.1666666666638889,97.6584083327295
200,99.64,98.22,101.06,2.8400000000000034,-0.25490196077931565,97.28440182229792
201,99.63,98.2,101.06,2.8599999999999994,-0.17647058823183392,97.26723333260341
202,99.63,98.2,101.06,2.8599999999999994,-0.03448275862009513,97.18414471380078
203,99.605,98.15,101.06,2.9099999999999966,-0.1111111111090535,97.24888295179647
204,99.57,98.08,101.06,2.980000000000004,-0.016949152542085608,97.2351435532112
205,99.57,98.08,101.06,2.980000000000004,-0.052631578946445066,96.95727013098043
206,99.555,98.05,101.06,3.010000000000005,-0.09090909090743803,96.5580163940824
207,99.55000000000001,98.04,101.06,3.019999999999996,-0.016949152542085608,96.47799252724526
208,99.55000000000001,98.04,101.06,3.019999999999996,0.0,96.6513187172461
209,99.535,98.01,101.06,3.049999999999997,-0.06060606060514233,96.77121123663714
210,99.535,98.01,101.06,3.049999999999997,-0.11475409835877452,96.76665523445538
211,99.5,97.94,101.06,3.1200000000000045,-0.11475409835877452,96.72605886255755
212,99.48,97.9,101.06,3.1599999999999966,-0.07407407407270233,96.97708026309972
213,99.44999999999999,97.83,101.07,3.239999999999995,-0.11999999999760001,96.88744833406952
214,99.44999999999999,97.83,101.07,3.239999999999995,-0.16666666666319446,96.87844901452007
215,99.41999999999999,97.77,101.07,3.299999999999997,-0.07692307692159764,96.89156452691972
216,99.41999999999999,97.77,101.07,3.299999999999997,-0.09803921568435219,96.77044590122856
217,99.375,97.68,101.07,3.3899999999999864,-0.03703703703635117,96.82516372162763
218,99.35,97.63,101.07,3.4399999999999977,-0.05660377358383767,96.79248456545703
219,99.315,97.56,101.07,3.509999999999991,0.01754385964881502,96.9037954453566
220,99.315,97.56,101.07,3.509999999999991,-0.1428571428542274,97.1540779674796
221,99.305,97.54,101.07,3.529999999999987,-0.16666666666319446,97.01498820761142
222,99.305,97.54,101.07,3.529999999999987,-0.24444444443901236,96.97563370812439
223,99.28,97.49,101.07,3.5799999999999983,-0.39999999999,97.07534008723823
224,99.255,97.44,101.07,3.6299999999999955,-0.16666666666319446,96.8434267217121
225,99.19999999999999,97.33,101.07,3.739999999999995,-0.09803921568435219,97.01997507293794
226,99.2,97.29,101.11,3.819999999999993,0.016949152542085608,97.10946706243138
227,97.41,97.29,97.53,0.23999999999999488,0.016949152542085608,97.33435641122277
228,97.45500000000001,97.29,97.62,0.3299999999999983,-0.0909090909077135,97.35441270307955
229,97.37,97.29,97.45,0.1599999999999966,-0.07692307692189349,97.13828600216358
230,97.415,97.29,97.54,0.25,-0.1304347826068053,97.31633599063876
231,97.415,97.29,97.54,0.25,-0.14705882352724914,96.79695630820947
232,97.405,97.27,97.54,0.27000000000001023,-0.1304347826068053,96.86193691022505
233,97.33500000000001,97.25,97.42,0.1700000000000017,0.027027027026661796,97.02878198502758
234,97.33500000000001,97.25,97.42,0.1700000000000017,-0.03797468354382311,97.37137186891846
235,97.33500000000001,97.25,97.42,0.1700000000000017,0.027027027026661796,97.3087216209043
236,97.33500000000001,97.25,97.42,0.1700000000000017,0.10144927536084855,97.39512669675752
237,97.33500000000001,97.25,97.42,0.1700000000000017,0.10144927536084855,97.52828894338329
238,97.39,97.36,97.42,0.060000000000002274,0.031249999999511717,97.68583767781335
239,97.39,97.36,97.42,0.060000000000002274,-0.016949152542085608,97.8834118102294
240,97.49000000000001,97.36,97.62,0.2600000000000051,-0.06451612903121749,98.05001812878702
241,97.49000000000001,97.36,97.62,0.2600000000000051,0.0,98.05684243882007
242,97.52000000000001,97.36,97.68,0.3200000000000074,-0.016949152542085608,98.29005292258132
243,97.47999999999999,97.25,97.71,0.45999999999999375,0.19298245613696524,98.205307396284
244,97.47999999999999,97.25,97.71,0.45999999999999375,0.21428571428188778,98.0975483174397
245,97.53999999999999,97.25,97.83,0.5799999999999983,0.41666666665798613,98.23427313065463
246,97.965,97.94,97.99,0.04999999999999716,0.17391304347448017,98.18314693363739
247,97.985,97.98,97.99,0.009999999999990905,0.20833333332899306,98.17587208575435
248,97.985,97.98,97.99,0.009999999999990905,0.15555555555209877,98.11205667795474
249,97.985,97.98,97.99,0.009999999999990905,0.06382978723268448,97.95121940066038
250,97.985,97.98,97.99,0.009999999999990905,0.05882352941061131,97.99768407563894
251,97.91,97.83,97.99,0.1599999999999966,0.0,97.72502094244811
252,97.9,97.83,97.97,0.14000000000000057,-0.06666666666518518,97.685631637901
253,97.845,97.83,97.86,0.030000000000001137,-0.024390243901844143,97.65581237762707
254,97.845,97.83,97.86,0.030000000000001137,-0.024390243901844143,97.75380479749452
255,97.8,97.74,97.86,0.12000000000000455,0.02325581395294754,98.01680844365585
256,97.82,97.78,97.86,0.0799999999999983,0.1428571428542274,97.99373062484325
257,97.82,97.78,97.86,0.0799999999999983,0.2173913043431002,98.23782237516363
258,97.82,97.78,97.86,0.0799999999999983,0.2727272727210744,98.52097493343173
259,97.82,97.78,97.86,0.0799999999999983,0.30232558138831805,98.35248448268885
260,97.875,97.78,97.97,0.18999999999999773,0.16666666666319446,98.5906176937898
261,97.91,97.78,98.04,0.2600000000000051,-0.03703703703635117,98.7869503960407
262,97.97,97.78,98.16,0.37999999999999545,0.0,98.47501358338276
263,98.0,97.84,98.16,0.3199999999999932,0.01886792452794589,98.08623148079118
264,98.0,97.84,98.16,0.3199999999999932,0.01886792452794589,98.0814366750293
265,98.07499999999999,97.99,98.16,0.1700000000000017,0.054545454544462815,98.1298133910471
266,98.07499999999999,97.99,98.16,0.1700000000000017,-0.17241379310047564,98.04537334531392
267,98.07499999999999,97.99,98.16,0.1700000000000017,-0.14285714285459183,97.9737835710656
268,98.08,98.0,98.16,0.1599999999999966,0.0,98.22340085697735
269,98.08,98.0,98.16,0.1599999999999966,0.030303030302571164,98.16744963935479
270,98.08,98.0,98.16,0.1599999999999966,0.030303030302571164,98.0040097947383
271,98.08,98.0,98.16,0.1599999999999966,0.030303030302571164,98.06707442348736
272,98.025,98.0,98.05,0.04999999999999716,0.11475409835877452,97.8363524305805
273,98.02,97.99,98.05,0.060000000000002274,0.052631578946445066,97.61274104483103
274,98.02,97.99,98.05,0.060000000000002274,0.052631578946445066,97.91880000156421
275,98.02,97.99,98.05,0.060000000000002274,0.052631578946445066,98.0849373099244
276,98.02,97.99,98.05,0.060000000000002274,-0.04761904761829176,97.97593516186096
277,98.035,97.99,98.08,0.09000000000000341,0.07142857142729592,98.33702226757124
278,98.035,97.99,98.08,0.09000000000000341,0.1333333333311111,98.30461752848153
279,98.035,97.99,98.08,0.09000000000000341,0.10344827586028538,98.3612395293202
280,98.14,98.12,98.16,0.03999999999999204,0.016393442622682077,98.4619133987494
281,98.16,98.12,98.2,0.0799999999999983,-0.01587301587276392,98.50787305642915
282,98.16,98.12,98.2,0.0799999999999983,-0.01587301587276392,98.47282291931567
283,98.225,98.2,98.25,0.04999999999999716,-0.23809523809145883,98.45047545250372
284,98.225,98.2,98.25,0.04999999999999716,-0.213114754094867,98.60520831667837
285,98.225,98.2,98.25,0.04999999999999716,-0.23333333332944445,98.3704549332268
286,98.225,98.2,98.25,0.04999999999999716,-0.19354838709365246,98.33769495199708
287,98.225,98.2,98.25,0.04999999999999716,-0.213114754094867,98.31967041654312
288,98.225,98.2,98.25,0.04999999999999716,-0.213114754094867,98.21425523719655
289,98.225,98.2,98.25,0.04999999999999716,-0.213114754094867,98.1163050144505
290,98.14,98.12,98.16,0.03999999999999204,-0.03703703703635117,97.93734420330803
291,98.125,98.09,98.16,0.06999999999999318,0.10344827586028538,97.91786874712618
292,98.125,98.09,98.16,0.06999999999999318,0.10344827586028538,98.16409577054131
293,98.135,98.09,98.18,0.09000000000000341,-0.04477611940231677,98.08232720256493
294,98.135,98.09,98.18,0.09000000000000341,-0.06060606060514233,97.85048198002377
295,98.135,98.09,98.18,0.09000000000000341,-0.06060606060514233,98.13942010384652
296,98.11500000000001,98.09,98.14,0.04999999999999716,-0.04615384615313609,97.9644487229842
297,98.11500000000001,98.09,98.14,0.04999999999999716,0.0,97.92145193796566
298,98.11500000000001,98.09,98.14,0.04999999999999716,0.0,98.28429805096197
299,98.11500000000001,98.09,98.14,0.04999999999999716,0.10714285714094389,98.55926418132609
300,98.135,98.09,98.18,0.09000000000000341,0.0,98.9576548633211
301,98.155,98.09,98.22,0.12999999999999545,-0.01587301587276392,99.44541236569928
302,98.155,98.09,98.22,0.12999999999999545,0.016393442622682077,99.667255808533
303,98.17,98.09,98.25,0.1599999999999966,-0.06060606060514233,99.50014538022552
304,98.18,98.09,98.27,0.1799999999999926,-0.01587301587276392,99.6421984216991
305,98.185,98.09,98.28,0.18999999999999773,0.06896551724019026,99.78436871662923
306,98.185,98.09,98.28,0.18999999999999773,0.10714285714094389,99.58345792714127
307,98.185,98.09,98.28,0.18999999999999773,0.14814814814540467,99.5490030372234
308,98.185,98.09,98.28,0.18999999999999773,0.14814814814540467,99.73313423505732
309,98.19,98.09,98.29,0.20000000000000284,0.2916666666605903,99.89308935129765
310,98.19,98.09,98.29,0.20000000000000284,0.34782608694896033,100.25324308352653
311,98.205,98.09,98.32,0.22999999999998977,0.169811320751513,100.42263327906116
312,98.225,98.09,98.36,0.269999999999996,-0.11428571428408163,99.81639981833364
313,98.225,98.09,98.36,0.269999999999996,-0.06060606060514233,99.91733304763942
314,98.225,98.09,98.36,0.269999999999996,-0.04615384615313609,100.15908771857458
315,98.235,98.09,98.38,0.28999999999999204,-0.07462686567052795,100.0222433038223
316,98.235,98.09,98.38,0.28999999999999204,-0.06060606060514233,99.60594371687925
317,98.245,98.09,98.4,0.3100000000000023,0.03333333333277778,99.533504193075
318,98.245,98.09,98.4,0.3100000000000023,0.12727272727041322,99.53325030236202
319,98.245,98.09,98.4,0.3100000000000023,0.3191489361634224,99.55293174916882
320,98.25,98.09,98.41,0.3199999999999932,0.47619047617913834,99.90076337912255
321,98.255,98.09,98.42,0.3299999999999983,0.34782608694896033,99.87349031321925
322,98.28,98.09,98.47,0.37999999999999545,0.37777777776938276,100.10333922767951
323,98.295,98.09,98.5,0.4099999999999966,0.23999999999520003,99.84372674253572
324,98.30000000000001,98.09,98.51,0.4200000000000017,0.10714285714094389,99.8667481665706
325,98.30000000000001,98.09,98.51,0.4200000000000017,0.10638297872114079,100.40907967821278
326,98.315,98.09,98.54,0.45000000000000284,0.23809523808956917,100.42415576309105
327,98.315,98.09,98.54,0.45000000000000284,0.3333333333247864,100.37231462893418
328,98.305,98.06,98.55,0.4899999999999949,0.31707317072397384,100.2943922422502
329,98.315,98.06,98.57,0.5099999999999909,0.31707317072397384,100.30133183798752
330,98.33500000000001,98.06,98.61,0.5499999999999972,-0.01886792452794589,100.22094412198884
331,98.34,98.06,98.62,0.5600000000000023,-0.1612903225780437,100.43886693967337
332,98.34,98.06,98.62,0.5600000000000023,-0.14754098360413867,100.60574434958008
333,98.34,98.06,98.62,0.5600000000000023,-0.015384615384378698,100.89254045408873
334,98.355,98.06,98.65,0.5900000000000034,0.18518518518175583,101.19196735481498
335,98.355,98.06,98.65,0.5900000000000034,0.2799999999944,101.2085509580388
336,98.355,98.06,98.65,0.5900000000000034,0.3913043478175804,101.26679522501483
337,98.32,97.99,98.65,0.6600000000000108,0.5555555555432099,101.17898835400146
338,98.32499999999999,97.99,98.66,0.6700000000000017,0.5217391304234404,101.32644387680674
339,98.35,97.99,98.71,0.7199999999999989,0.42857142856268227,101.3269689710849
